,ID,inchikey,sdftitle,order,set,CVfold,NR.AhR,NR.AR,NR.AR.LBD,NR.Aromatase,NR.ER,NR.ER.LBD,NR.PPAR.gamma,SR.ARE,SR.ATAD5,SR.HSE,SR.MMP,SR.p53
11165,NCGC00257764-01,OOWFYDWAMOKVSF-UHFFFAOYSA-N,NCGC00257764-01,11165,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11166,NCGC00255348-01,XUFQPHANEAPEMJ-UHFFFAOYSA-N,NCGC00255348-01,11166,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11167,NCGC00260375-01,AQFLVLHRZFLDDV-VIFPVBQESA-N,NCGC00260375-01,11167,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11168,NCGC00258440-01,IDCPFAYURAQKDZ-UHFFFAOYSA-N,NCGC00258440-01,11168,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11169,NCGC00256355-01,QGBSISYHAICWAH-UHFFFAOYSA-N,NCGC00256355-01,11169,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11170,NCGC00258201-01,FYOWZTWVYZOZSI-UHFFFAOYSA-N,NCGC00258201-01,11170,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11171,NCGC00255520-01,MTXSIJUGVMTTMU-JTQLQIEISA-N,NCGC00255520-01,11171,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11172,NCGC00258175-01,KXDAEFPNCMNJSK-UHFFFAOYSA-N,NCGC00258175-01,11172,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11173,NCGC00257784-01,VFQXVTODMYMSMJ-UHFFFAOYSA-N,NCGC00257784-01,11173,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11174,NCGC00259700-01,FUSGACRLAFQQRL-UHFFFAOYSA-N,NCGC00259700-01,11174,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11175,NCGC00259822-01,FFGPTBGBLSHEPO-UHFFFAOYSA-N,NCGC00259822-01,11175,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11176,NCGC00253982-01,FFGPTBGBLSHEPO-UHFFFAOYSA-N,NCGC00253982-01,11176,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11177,NCGC00259712-01,OHJMTUPIZMNBFR-UHFFFAOYSA-N,NCGC00259712-01,11177,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11178,NCGC00257088-01,OHJMTUPIZMNBFR-UHFFFAOYSA-N,NCGC00257088-01,11178,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11179,NCGC00259564-01,CNWSQCLBDWYLAN-UHFFFAOYSA-N,NCGC00259564-01,11179,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11180,NCGC00255205-01,GTCAXTIRRLKXRU-UHFFFAOYSA-N,NCGC00255205-01,11180,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11181,NCGC00259310-01,JOYRKODLDBILNP-UHFFFAOYSA-N,NCGC00259310-01,11181,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11182,NCGC00255275-01,WKGXYQFOCVYPAC-UHFFFAOYSA-N,NCGC00255275-01,11182,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11183,NCGC00258452-01,HTKFORQRBXIQHD-UHFFFAOYSA-N,NCGC00258452-01,11183,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11184,NCGC00259904-01,KCOYHFNCTWXETP-UHFFFAOYSA-N,NCGC00259904-01,11184,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11185,NCGC00256544-01,KCOYHFNCTWXETP-UHFFFAOYSA-N,NCGC00256544-01,11185,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11186,NCGC00256530-01,UMGDCJDMYOKAJW-UHFFFAOYSA-N,NCGC00256530-01,11186,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11187,NCGC00259491-01,ZHNUHDYFZUAESO-UHFFFAOYSA-N,NCGC00259491-01,11187,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11188,NCGC00256321-01,ZHNUHDYFZUAESO-UHFFFAOYSA-N,NCGC00256321-01,11188,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11189,NCGC00257009-01,JTEGQNOMFQHVDC-RQJHMYQMSA-N,NCGC00257009-01,11189,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11190,NCGC00259456-01,WXWCDTXEKCVRRO-UHFFFAOYSA-N,NCGC00259456-01,11190,training,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11191,NCGC00254113-01,WXWCDTXEKCVRRO-UHFFFAOYSA-N,NCGC00254113-01,11191,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11192,NCGC00255768-01,UENRXLSRMCSUSN-UHFFFAOYSA-N,NCGC00255768-01,11192,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11193,NCGC00256123-01,LDCCBULMAFILCT-UHFFFAOYSA-N,NCGC00256123-01,11193,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11194,NCGC00256599-01,RQKFYFNZSHWXAW-UHFFFAOYSA-N,NCGC00256599-01,11194,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11195,NCGC00259786-01,PNPCRKVUWYDDST-UHFFFAOYSA-N,NCGC00259786-01,11195,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11196,NCGC00257108-01,LTPSRQRIPCVMKQ-UHFFFAOYSA-N,NCGC00257108-01,11196,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11197,NCGC00258899-01,MQJKPEGWNLWLTK-UHFFFAOYSA-N,NCGC00258899-01,11197,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11198,NCGC00255295-01,VDTNNGKXZGSZIP-UHFFFAOYSA-N,NCGC00255295-01,11198,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11199,NCGC00256192-01,LMTIGABGABPAGU-UHFFFAOYSA-N,NCGC00256192-01,11199,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11200,NCGC00257899-01,PAYRUJLWNCNPSJ-UHFFFAOYSA-N,NCGC00257899-01,11200,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11201,NCGC00253922-01,PAFZNILMFXTMIY-UHFFFAOYSA-N,NCGC00253922-01,11201,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11202,NCGC00254347-01,VAMXMNNIEUEQDV-UHFFFAOYSA-N,NCGC00254347-01,11202,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11203,NCGC00258124-01,WHIJSULEEDNKPD-UHFFFAOYSA-N,NCGC00258124-01,11203,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11204,NCGC00259568-01,TWLLPUMZVVGILS-UHFFFAOYSA-N,NCGC00259568-01,11204,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11205,NCGC00257130-01,SSJXIUAHEKJCMH-UHFFFAOYSA-N,NCGC00257130-01,11205,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11206,NCGC00259011-01,VMPITZXILSNTON-UHFFFAOYSA-N,NCGC00259011-01,11206,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11207,NCGC00254164-01,VMPITZXILSNTON-UHFFFAOYSA-N,NCGC00254164-01,11207,training,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11208,NCGC00257364-01,CUYKNJBYIJFRCU-UHFFFAOYSA-N,NCGC00257364-01,11208,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11209,NCGC00258347-01,NUKYPUAOHBNCPY-UHFFFAOYSA-N,NCGC00258347-01,11209,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11210,NCGC00255005-01,FVFVNNKYKYZTJU-UHFFFAOYSA-N,NCGC00255005-01,11210,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11211,NCGC00259498-01,JWYUFVNJZUSCSM-UHFFFAOYSA-N,NCGC00259498-01,11211,training,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11212,NCGC00260497-01,HCGHYQLFMPXSDU-UHFFFAOYSA-N,NCGC00260497-01,11212,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11213,NCGC00183016-01,XSPUSVIQHBDITA-KXDGEKGBSA-N,NCGC00183016-01,11213,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11214,NCGC00257083-01,RNLHGQLZWXBQNY-UHFFFAOYSA-N,NCGC00257083-01,11214,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11215,NCGC00255073-01,QLBRROYTTDFLDX-UHFFFAOYSA-N,NCGC00255073-01,11215,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11216,NCGC00257445-01,FDLQZKYLHJJBHD-UHFFFAOYSA-N,NCGC00257445-01,11216,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11217,NCGC00254835-01,WGQKYBSKWIADBV-UHFFFAOYSA-N,NCGC00254835-01,11217,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11218,NCGC00255800-01,HDOUGSFASVGDCS-UHFFFAOYSA-N,NCGC00255800-01,11218,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11219,NCGC00259637-01,NAQMVNRVTILPCV-UHFFFAOYSA-N,NCGC00259637-01,11219,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11220,NCGC00257600-01,MRNZSTMRDWRNNR-UHFFFAOYSA-N,NCGC00257600-01,11220,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11221,NCGC00255491-01,UIKUBYKUYUSRSM-UHFFFAOYSA-N,NCGC00255491-01,11221,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11222,NCGC00258802-01,FAXDZWQIWUSWJH-UHFFFAOYSA-N,NCGC00258802-01,11222,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11223,NCGC00255785-01,RWIVICVCHVMHMU-UHFFFAOYSA-N,NCGC00255785-01,11223,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11224,NCGC00257763-01,LHIJANUOQQMGNT-UHFFFAOYSA-N,NCGC00257763-01,11224,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11225,NCGC00258839-01,GIAFURWZWWWBQT-UHFFFAOYSA-N,NCGC00258839-01,11225,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11226,NCGC00257067-01,GIAFURWZWWWBQT-UHFFFAOYSA-N,NCGC00257067-01,11226,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11227,NCGC00256445-01,ZGCHATBSUIJLRL-UHFFFAOYSA-N,NCGC00256445-01,11227,training,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11228,NCGC00259442-01,FMCUPJKTGNBGEC-UHFFFAOYSA-N,NCGC00259442-01,11228,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11229,NCGC00254186-01,FMCUPJKTGNBGEC-UHFFFAOYSA-N,NCGC00254186-01,11229,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11230,NCGC00259799-01,NNKVPIKMPCQWCG-UHFFFAOYSA-N,NCGC00259799-01,11230,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11231,NCGC00254646-01,NNKVPIKMPCQWCG-UHFFFAOYSA-N,NCGC00254646-01,11231,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11232,NCGC00256884-01,NDDAHWYSQHTHNT-UHFFFAOYSA-N,NCGC00256884-01,11232,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11233,NCGC00259762-01,ZZUFCTLCJUWOSV-UHFFFAOYSA-N,NCGC00259762-01,11233,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11234,NCGC00256523-01,ZZUFCTLCJUWOSV-UHFFFAOYSA-N,NCGC00256523-01,11234,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11235,NCGC00258525-01,JBMKAUGHUNFTOL-UHFFFAOYSA-N,NCGC00258525-01,11235,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11236,NCGC00254017-01,JZUFKLXOESDKRF-UHFFFAOYSA-N,NCGC00254017-01,11236,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11237,NCGC00259454-01,IIACRCGMVDHOTQ-UHFFFAOYSA-N,NCGC00259454-01,11237,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11238,NCGC00257489-01,IIACRCGMVDHOTQ-UHFFFAOYSA-N,NCGC00257489-01,11238,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11239,NCGC00255846-01,ZMSQJSMSLXVTKN-UHFFFAOYSA-N,NCGC00255846-01,11239,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11240,NCGC00259583-01,HVLLSGMXQDNUAL-UHFFFAOYSA-N,NCGC00259583-01,11240,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11241,NCGC00256643-01,MFUVDXOKPBAHMC-UHFFFAOYSA-N,NCGC00256643-01,11241,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11242,NCGC00258418-01,BEAZKUGSCHFXIQ-UHFFFAOYSA-L,NCGC00258418-01,11242,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11243,NCGC00260397-01,NJZRLXNBGZBREL-UHFFFAOYSA-N,NCGC00260397-01,11243,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11244,NCGC00255645-01,KKNZXUHBWLPUFN-UHFFFAOYSA-N,NCGC00255645-01,11244,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11245,NCGC00255460-01,JPKKQJKQTPNWTR-CHYDPLAESA-N,NCGC00255460-01,11245,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11246,NCGC00260039-01,MJCYPBSRKLJZTB-UHFFFAOYSA-N,NCGC00260039-01,11246,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11247,NCGC00256903-01,JJROYYCRHFNFNC-UHFFFAOYSA-N,NCGC00256903-01,11247,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11249,NCGC00258700-01,RXDALBZNGVATNY-CWLIKTDRSA-N,NCGC00258700-01,11249,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11250,NCGC00258658-01,DPVHGFAJLZWDOC-PVXXTIHASA-N,NCGC00258658-01,11250,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11251,NCGC00254670-01,WUXYGIQVWKDVTJ-UHFFFAOYSA-N,NCGC00254670-01,11251,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11252,NCGC00260356-01,OZDAOHVKBFBBMZ-UHFFFAOYSA-N,NCGC00260356-01,11252,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11253,NCGC00256064-01,LXMBXZRLTPSWCR-XBLONOLSSA-N,NCGC00256064-01,11253,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11254,NCGC00260221-01,NINIWPMFBXIDMU-UHFFFAOYSA-N,NCGC00260221-01,11254,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11255,NCGC00185770-01,PUNMAODQIVRTTN-PIPKHVHYSA-A,NCGC00185770-01,11255,training,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
11256,NCGC00256053-01,KLMDYFUUSKOJAX-UHFFFAOYSA-K,NCGC00256053-01,11256,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11257,NCGC00255820-01,HQQUTGFAWJNQIP-UHFFFAOYSA-K,NCGC00255820-01,11257,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11258,NCGC00255968-01,MRABAEUHTLLEML-LURJTMIESA-N,NCGC00255968-01,11258,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11259,NCGC00183842-01,LIXBJWRFCNRAPA-NSHDSACASA-N,NCGC00183842-01,11259,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11260,NCGC00257984-01,HOVAGTYPODGVJG-ZFYZTMLRSA-N,NCGC00257984-01,11260,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11261,NCGC00258804-01,HFHDHCJBZVLPGP-RWMJIURBSA-N,NCGC00258804-01,11261,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11262,NCGC00256143-01,GDSRMADSINPKSL-HSEONFRVSA-N,NCGC00256143-01,11262,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11263,NCGC00260044-01,CWVRJTMFETXNAD-NCZKRNLISA-N,NCGC00260044-01,11263,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11264,NCGC00258119-01,CHSPVGNDBQFQNR-OAUYYHDTSA-N,NCGC00258119-01,11264,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11265,NCGC00260293-01,RGHNJXZEOKUKBD-SQOUGZDYSA-N,NCGC00260293-01,11265,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11266,NCGC00258716-01,VFKZTMPDYBFSTM-KVTDHHQDSA-N,NCGC00258716-01,11266,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11267,NCGC00259486-01,FBPFZTCFMRRESA-JGWLITMVSA-N,NCGC00259486-01,11267,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11268,NCGC00254277-01,FBPFZTCFMRRESA-KVTDHHQDSA-N,NCGC00254277-01,11268,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11269,NCGC00255695-01,PYMYPHUHKUWMLA-WDCZJNDASA-N,NCGC00255695-01,11269,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11270,NCGC00258117-01,LKDRXBCSQODPBY-VANKVMQKSA-N,NCGC00258117-01,11270,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11271,NCGC00258316-01,RFSUNEUAIZKAJO-ARQDHWQXSA-N,NCGC00258316-01,11271,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11272,NCGC00257699-01,WQZGKKKJIJFFOK-GASJEMHNSA-N,NCGC00257699-01,11272,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11273,NCGC00257983-01,PHOQVHQSTUBQQK-SQOUGZDYSA-N,NCGC00257983-01,11273,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11274,NCGC00254237-01,CZMRCDWAGMRECN-UGDNZRGBSA-N,NCGC00254237-01,11274,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11275,NCGC00259408-01,ZSJLQEPLLKMAKR-GKHCUFPYSA-N,NCGC00259408-01,11275,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11276,NCGC00260344-01,JDOJFSVGXRJFLL-UHFFFAOYSA-N,NCGC00260344-01,11276,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11277,NCGC00259902-01,NYTOUQBROMCLBJ-UHFFFAOYSA-N,NCGC00259902-01,11277,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11278,NCGC00255422-01,YADISKICBOYXFS-UHFFFAOYSA-N,NCGC00255422-01,11278,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11279,NCGC00254029-01,OLQJQHSAWMFDJE-UHFFFAOYSA-N,NCGC00254029-01,11279,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11280,NCGC00258406-01,DGDAVTPQCQXLGU-UHFFFAOYSA-N,NCGC00258406-01,11280,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11281,NCGC00260501-01,ZETIVVHRRQLWFW-UHFFFAOYSA-N,NCGC00260501-01,11281,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11282,NCGC00259427-01,OWZPCEFYPSAJFR-UHFFFAOYSA-N,NCGC00259427-01,11282,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11283,NCGC00257168-01,AFPHTEQTJZKQAQ-UHFFFAOYSA-N,NCGC00257168-01,11283,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11284,NCGC00258314-01,WHNAMGUAXHGCHH-UHFFFAOYSA-N,NCGC00258314-01,11284,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11285,NCGC00257234-01,TZGFQIXRVUHDLE-UHFFFAOYSA-N,NCGC00257234-01,11285,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11286,NCGC00256417-01,XMVJITFPVVRMHC-UHFFFAOYSA-N,NCGC00256417-01,11286,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11287,NCGC00258391-01,APGGSERFJKEWFG-UHFFFAOYSA-N,NCGC00258391-01,11287,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11288,NCGC00254679-01,AUAXYMOBWXOEQD-UHFFFAOYSA-N,NCGC00254679-01,11288,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11289,NCGC00258882-01,KMAQZIILEGKYQZ-UHFFFAOYSA-N,NCGC00258882-01,11289,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11290,NCGC00091011-05,WIIZWVCIJKGZOK-RKDXNWHRSA-N,NCGC00091011-05,11290,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11291,NCGC00253917-01,OTLNPYWUJOZPPA-UHFFFAOYSA-N,NCGC00253917-01,11291,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11292,NCGC00257897-01,ZESWUEBPRPGMTP-UHFFFAOYSA-N,NCGC00257897-01,11292,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11293,NCGC00259840-01,CZGCEKJOLUNIFY-UHFFFAOYSA-N,NCGC00259840-01,11293,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11294,NCGC00253995-01,CZGCEKJOLUNIFY-UHFFFAOYSA-N,NCGC00253995-01,11294,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
